signal,setting,coverage,width,q_hat,group,n,model,model_group
r_A,normalized/condition,0.9420,0.3656,,pixel_mask(drop=0.25),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,0.5900,0.3130,,pixel_mask(drop=0.5),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,0.4662,0.2517,,pixel_mask(drop=0.75),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,0.9808,0.3957,,box_mask(size=8),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,0.7512,0.3416,,box_mask(size=14),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/family,1.0000,0.5090,,noise,20000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/family,1.0000,0.4126,,blur,20000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/family,0.6661,0.3101,,pixel_mask,15000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/family,0.8660,0.3686,,box_mask,10000.0000,unet_lam1_seed0,unet_lam1
g2,normalized,0.9054,0.4638,1.6047,,,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,noise(sigma=0.1),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,noise(sigma=0.2),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,noise(sigma=0.3),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,noise(sigma=0.5),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,blur(std=0.5),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,blur(std=1),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,blur(std=1.5),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,blur(std=2),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,pixel_mask(drop=0.25),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,pixel_mask(drop=0.5),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,pixel_mask(drop=0.75),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,box_mask(size=8),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/condition,0.9054,0.4638,,box_mask(size=14),5000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/family,0.9054,0.4638,,noise,20000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/family,0.9054,0.4638,,blur,20000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/family,0.9054,0.4638,,pixel_mask,15000.0000,unet_lam1_seed0,unet_lam1
g2,normalized/family,0.9054,0.4638,,box_mask,10000.0000,unet_lam1_seed0,unet_lam1
-,marginal,0.9054,0.4638,0.4638,,,unet_lam1_seed0,unet_lam1
-,severity,0.9054,0.4638,1.6047,,,unet_lam1_seed0,unet_lam1
g,normalized,0.9008,0.1804,2.1366,,,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,0.9998,0.1614,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,1.0000,0.1608,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,1.0000,0.1809,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,1.0000,0.2483,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,0.9998,0.1575,,blur(std=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,0.9996,0.1925,,blur(std=1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,0.9994,0.2009,,blur(std=1.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,0.9992,0.2052,,blur(std=2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,1.0000,0.1816,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,0.7406,0.1873,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,0.2578,0.1648,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,1.0000,0.1571,,box_mask(size=8),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/condition,0.7140,0.1464,,box_mask(size=14),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/family,1.0000,0.1879,,noise,20000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/family,0.9995,0.1890,,blur,20000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/family,0.6661,0.1779,,pixel_mask,15000.0000,unet_lam1w5_seed0,unet_lam1w5
g,normalized/family,0.8570,0.1517,,box_mask,10000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized,0.9006,0.1725,2.0402,,,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,1.0000,0.1663,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,1.0000,0.2147,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,1.0000,0.2147,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,0.9998,0.2147,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,1.0000,0.1425,,blur(std=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,0.9992,0.1435,,blur(std=1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,0.9918,0.1449,,blur(std=1.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,0.9530,0.1436,,blur(std=2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,1.0000,0.1883,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,0.7892,0.1946,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,0.2846,0.1801,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,1.0000,0.1509,,box_mask(size=8),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/condition,0.6908,0.1432,,box_mask(size=14),5000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/family,1.0000,0.2026,,noise,20000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/family,0.9860,0.1436,,blur,20000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/family,0.6913,0.1877,,pixel_mask,15000.0000,unet_lam1w5_seed0,unet_lam1w5
d,normalized/family,0.8454,0.1471,,box_mask,10000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized,0.9017,0.1761,2.0847,,,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,1.0000,0.2039,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,1.0000,0.2039,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,1.0000,0.2039,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,0.9988,0.2039,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,1.0000,0.1335,,blur(std=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,0.9992,0.1479,,blur(std=1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,0.9976,0.1698,,blur(std=1.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,0.9964,0.1818,,blur(std=2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,1.0000,0.1948,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,0.7450,0.1957,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,0.3606,0.1825,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,1.0000,0.1359,,box_mask(size=8),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/condition,0.6248,0.1318,,box_mask(size=14),5000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/family,0.9997,0.2039,,noise,20000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/family,0.9983,0.1583,,blur,20000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/family,0.7019,0.1910,,pixel_mask,15000.0000,unet_lam1w5_seed0,unet_lam1w5
r_A,normalized/family,0.8124,0.1339,,box_mask,10000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized,0.9014,0.1727,2.0414,,,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,1.0000,0.1492,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,1.0000,0.1730,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,1.0000,0.2267,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,1.0000,0.2809,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,1.0000,0.1264,,blur(std=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,0.9988,0.1335,,blur(std=1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,0.9920,0.1371,,blur(std=1.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,0.9558,0.1379,,blur(std=2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,1.0000,0.2130,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,0.9684,0.2208,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,0.2140,0.1865,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,1.0000,0.1343,,box_mask(size=8),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/condition,0.5896,0.1255,,box_mask(size=14),5000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/family,1.0000,0.2075,,noise,20000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/family,0.9867,0.1337,,blur,20000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/family,0.7275,0.2068,,pixel_mask,15000.0000,unet_lam1w5_seed0,unet_lam1w5
dis,normalized/family,0.7948,0.1299,,box_mask,10000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized,0.9018,0.1837,2.1706,,,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,1.0000,0.1657,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,1.0000,0.1633,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,1.0000,0.1776,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,1.0000,0.2103,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,1.0000,0.1746,,blur(std=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,1.0000,0.2096,,blur(std=1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,0.9998,0.2151,,blur(std=1.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,0.9996,0.2208,,blur(std=2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,1.0000,0.1806,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,0.6906,0.1809,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,0.2682,0.1677,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,1.0000,0.1664,,box_mask(size=8),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/condition,0.7654,0.1552,,box_mask(size=14),5000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/family,1.0000,0.1792,,noise,20000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/family,0.9999,0.2050,,blur,20000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/family,0.6529,0.1764,,pixel_mask,15000.0000,unet_lam1w5_seed0,unet_lam1w5
g2,normalized/family,0.8827,0.1608,,box_mask,10000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized,0.9009,0.1672,1.9772,,,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.9998,0.1706,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.9998,0.1716,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,1.0000,0.1773,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.9984,0.2094,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.9998,0.1526,,blur(std=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.9992,0.1451,,blur(std=1),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.9920,0.1450,,blur(std=1.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.9460,0.1454,,blur(std=2),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.9992,0.1759,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.6524,0.1812,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.3300,0.1738,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.9998,0.1635,,box_mask(size=8),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/condition,0.7950,0.1623,,box_mask(size=14),5000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/family,0.9995,0.1822,,noise,20000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/family,0.9842,0.1470,,blur,20000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/family,0.6605,0.1770,,pixel_mask,15000.0000,unet_lam1w5_seed0,unet_lam1w5
q,normalized/family,0.8974,0.1629,,box_mask,10000.0000,unet_lam1w5_seed0,unet_lam1w5
-,marginal,0.9018,0.1697,0.1697,,,unet_lam1w5_seed0,unet_lam1w5
-,severity,0.9014,0.1265,1.4945,,,unet_lam1w5_seed0,unet_lam1w5
g,normalized,0.9009,0.1811,2.1383,,,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,1.0000,0.1586,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,1.0000,0.1603,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,1.0000,0.1879,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,0.9998,0.2553,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,0.9998,0.1532,,blur(std=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,1.0000,0.1885,,blur(std=1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,0.9994,0.1992,,blur(std=1.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,0.9992,0.2059,,blur(std=2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,0.9998,0.1912,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,0.7796,0.1918,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,0.2510,0.1665,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,1.0000,0.1530,,box_mask(size=8),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/condition,0.6830,0.1424,,box_mask(size=14),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/family,1.0000,0.1905,,noise,20000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/family,0.9996,0.1867,,blur,20000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/family,0.6768,0.1832,,pixel_mask,15000.0000,unet_lam1w5_seed1,unet_lam1w5
g,normalized/family,0.8415,0.1477,,box_mask,10000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized,0.9011,0.1724,2.0322,,,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,1.0000,0.1676,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,1.0000,0.2152,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,1.0000,0.2152,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,0.9994,0.2152,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,1.0000,0.1432,,blur(std=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,0.9992,0.1429,,blur(std=1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,0.9928,0.1440,,blur(std=1.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,0.9550,0.1430,,blur(std=2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,1.0000,0.1881,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,0.7888,0.1949,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,0.2902,0.1799,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,1.0000,0.1497,,box_mask(size=8),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/condition,0.6884,0.1425,,box_mask(size=14),5000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/family,0.9999,0.2033,,noise,20000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/family,0.9868,0.1433,,blur,20000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/family,0.6930,0.1876,,pixel_mask,15000.0000,unet_lam1w5_seed1,unet_lam1w5
d,normalized/family,0.8442,0.1461,,box_mask,10000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized,0.9016,0.1769,2.0861,,,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,1.0000,0.2052,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,1.0000,0.2052,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,1.0000,0.2052,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,0.9990,0.2052,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,1.0000,0.1346,,blur(std=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,0.9996,0.1494,,blur(std=1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,0.9976,0.1699,,blur(std=1.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,0.9962,0.1814,,blur(std=2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,1.0000,0.1949,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,0.7536,0.1964,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,0.3470,0.1824,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,1.0000,0.1367,,box_mask(size=8),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/condition,0.6278,0.1325,,box_mask(size=14),5000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/family,0.9998,0.2052,,noise,20000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/family,0.9983,0.1588,,blur,20000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/family,0.7002,0.1912,,pixel_mask,15000.0000,unet_lam1w5_seed1,unet_lam1w5
r_A,normalized/family,0.8139,0.1346,,box_mask,10000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized,0.9012,0.1731,2.0387,,,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,1.0000,0.1488,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,1.0000,0.1728,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,1.0000,0.2279,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,1.0000,0.2849,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,1.0000,0.1261,,blur(std=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,0.9988,0.1331,,blur(std=1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,0.9920,0.1368,,blur(std=1.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,0.9546,0.1375,,blur(std=2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,1.0000,0.2139,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,0.9710,0.2222,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,0.2124,0.1870,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,1.0000,0.1340,,box_mask(size=8),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/condition,0.5866,0.1253,,box_mask(size=14),5000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/family,1.0000,0.2086,,noise,20000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/family,0.9863,0.1334,,blur,20000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/family,0.7278,0.2077,,pixel_mask,15000.0000,unet_lam1w5_seed1,unet_lam1w5
dis,normalized/family,0.7933,0.1296,,box_mask,10000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized,0.9018,0.1857,2.1875,,,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,1.0000,0.1642,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,1.0000,0.1630,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,1.0000,0.1810,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,0.9996,0.2214,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,1.0000,0.1706,,blur(std=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,1.0000,0.2122,,blur(std=1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,0.9998,0.2200,,blur(std=1.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,0.9998,0.2264,,blur(std=2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,1.0000,0.1848,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,0.7156,0.1841,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,0.2666,0.1697,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,1.0000,0.1640,,box_mask(size=8),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/condition,0.7426,0.1526,,box_mask(size=14),5000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/family,0.9999,0.1824,,noise,20000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/family,0.9999,0.2073,,blur,20000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/family,0.6607,0.1795,,pixel_mask,15000.0000,unet_lam1w5_seed1,unet_lam1w5
g2,normalized/family,0.8713,0.1583,,box_mask,10000.0000,unet_lam1w5_seed1,unet_lam1w5
q,normalized,0.9021,0.1687,1.9873,,,unet_lam1w5_seed1,unet_lam1w5
q,normalized/condition,0.9998,0.1713,,noise(sigma=0.1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
q,normalized/condition,0.9998,0.1737,,noise(sigma=0.2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
q,normalized/condition,1.0000,0.1829,,noise(sigma=0.3),5000.0000,unet_lam1w5_seed1,unet_lam1w5
q,normalized/condition,0.9982,0.2116,,noise(sigma=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
q,normalized/condition,0.9998,0.1536,,blur(std=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
q,normalized/condition,0.9992,0.1456,,blur(std=1),5000.0000,unet_lam1w5_seed1,unet_lam1w5
q,normalized/condition,0.9924,0.1451,,blur(std=1.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
q,normalized/condition,0.9470,0.1454,,blur(std=2),5000.0000,unet_lam1w5_seed1,unet_lam1w5
q,normalized/condition,1.0000,0.1819,,pixel_mask(drop=0.25),5000.0000,unet_lam1w5_seed1,unet_lam1w5
q,normalized/condition,0.6618,0.1830,,pixel_mask(drop=0.5),5000.0000,unet_lam1w5_seed1,unet_lam1w5
q,normalized/condition,0.3364,0.1751,,pixel_mask(drop=0.75),5000.0000,unet_lam1w5_seed1,unet_lam1w5
