signal,setting,coverage,width,q_hat,group,n,model,model_group
g,normalized,0.9006,0.1739,2.0224,,,unet_lam0_seed1,unet_lam0
g,normalized/condition,1.0000,0.1274,,noise(sigma=0.1),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,1.0000,0.1545,,noise(sigma=0.2),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,1.0000,0.2129,,noise(sigma=0.3),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,1.0000,0.3114,,noise(sigma=0.5),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,1.0000,0.1203,,blur(std=0.5),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,0.9970,0.1334,,blur(std=1),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,0.9930,0.1456,,blur(std=1.5),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,0.9792,0.1521,,blur(std=2),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,1.0000,0.2186,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,0.9996,0.2480,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,0.2190,0.1967,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,0.9998,0.1222,,box_mask(size=8),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/condition,0.5202,0.1179,,box_mask(size=14),5000.0000,unet_lam0_seed1,unet_lam0
g,normalized/family,1.0000,0.2016,,noise,20000.0000,unet_lam0_seed1,unet_lam0
g,normalized/family,0.9923,0.1379,,blur,20000.0000,unet_lam0_seed1,unet_lam0
g,normalized/family,0.7395,0.2211,,pixel_mask,15000.0000,unet_lam0_seed1,unet_lam0
g,normalized/family,0.7600,0.1201,,box_mask,10000.0000,unet_lam0_seed1,unet_lam0
d,normalized,0.9013,0.1706,1.9803,,,unet_lam0_seed1,unet_lam0
d,normalized/condition,1.0000,0.1913,,noise(sigma=0.1),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,1.0000,0.1913,,noise(sigma=0.2),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,1.0000,0.1913,,noise(sigma=0.3),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,0.9974,0.2063,,noise(sigma=0.5),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,1.0000,0.1436,,blur(std=0.5),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,0.9996,0.1509,,blur(std=1),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,0.9964,0.1523,,blur(std=1.5),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,0.9850,0.1522,,blur(std=2),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,0.9996,0.1884,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,0.7126,0.1882,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,0.3926,0.1801,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,1.0000,0.1442,,box_mask(size=8),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/condition,0.6336,0.1374,,box_mask(size=14),5000.0000,unet_lam0_seed1,unet_lam0
d,normalized/family,0.9993,0.1951,,noise,20000.0000,unet_lam0_seed1,unet_lam0
d,normalized/family,0.9952,0.1497,,blur,20000.0000,unet_lam0_seed1,unet_lam0
d,normalized/family,0.7016,0.1856,,pixel_mask,15000.0000,unet_lam0_seed1,unet_lam0
d,normalized/family,0.8168,0.1408,,box_mask,10000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized,0.9006,0.1783,2.0700,,,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,1.0000,0.1948,,noise(sigma=0.1),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,1.0000,0.1948,,noise(sigma=0.2),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,1.0000,0.1948,,noise(sigma=0.3),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,0.9984,0.2156,,noise(sigma=0.5),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,1.0000,0.1568,,blur(std=0.5),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,0.9996,0.1605,,blur(std=1),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,0.9990,0.1734,,blur(std=1.5),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,0.9966,0.1825,,blur(std=2),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,0.9996,0.1841,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,0.7258,0.1843,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,0.2854,0.1719,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,1.0000,0.1551,,box_mask(size=8),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/condition,0.7036,0.1497,,box_mask(size=14),5000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/family,0.9996,0.2000,,noise,20000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/family,0.9988,0.1683,,blur,20000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/family,0.6703,0.1801,,pixel_mask,15000.0000,unet_lam0_seed1,unet_lam0
r_A,normalized/family,0.8518,0.1524,,box_mask,10000.0000,unet_lam0_seed1,unet_lam0
dis,normalized,0.8999,0.1796,2.0827,,,unet_lam0_seed1,unet_lam0
dis,normalized/condition,1.0000,0.1453,,noise(sigma=0.1),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,1.0000,0.1774,,noise(sigma=0.2),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,1.0000,0.2331,,noise(sigma=0.3),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,1.0000,0.2972,,noise(sigma=0.5),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,1.0000,0.1330,,blur(std=0.5),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,0.9992,0.1400,,blur(std=1),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,0.9970,0.1518,,blur(std=1.5),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,0.9948,0.1652,,blur(std=2),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,1.0000,0.2169,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,0.9848,0.2224,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,0.1362,0.1804,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,1.0000,0.1418,,box_mask(size=8),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/condition,0.5862,0.1301,,box_mask(size=14),5000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/family,1.0000,0.2133,,noise,20000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/family,0.9978,0.1475,,blur,20000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/family,0.7070,0.2066,,pixel_mask,15000.0000,unet_lam0_seed1,unet_lam0
dis,normalized/family,0.7931,0.1359,,box_mask,10000.0000,unet_lam0_seed1,unet_lam0
g2,normalized,0.8991,0.1733,2.0123,,,unet_lam0_seed1,unet_lam0
g2,normalized/condition,1.0000,0.1292,,noise(sigma=0.1),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,1.0000,0.1441,,noise(sigma=0.2),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,1.0000,0.1821,,noise(sigma=0.3),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,1.0000,0.2991,,noise(sigma=0.5),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,0.9998,0.1232,,blur(std=0.5),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,0.9982,0.1446,,blur(std=1),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,0.9970,0.1673,,blur(std=1.5),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,0.9938,0.1833,,blur(std=2),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,1.0000,0.2099,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,0.9846,0.2404,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,0.2052,0.1817,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,0.9994,0.1283,,box_mask(size=8),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/condition,0.5104,0.1197,,box_mask(size=14),5000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/family,1.0000,0.1886,,noise,20000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/family,0.9972,0.1546,,blur,20000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/family,0.7299,0.2107,,pixel_mask,15000.0000,unet_lam0_seed1,unet_lam0
g2,normalized/family,0.7549,0.1240,,box_mask,10000.0000,unet_lam0_seed1,unet_lam0
q,normalized,0.9007,0.1716,1.9918,,,unet_lam0_seed1,unet_lam0
q,normalized/condition,1.0000,0.1660,,noise(sigma=0.1),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,1.0000,0.1921,,noise(sigma=0.2),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,1.0000,0.2018,,noise(sigma=0.3),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,0.9286,0.1875,,noise(sigma=0.5),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,1.0000,0.1558,,blur(std=0.5),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,0.9990,0.1581,,blur(std=1),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,0.9936,0.1525,,blur(std=1.5),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,0.9638,0.1507,,blur(std=2),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,0.9980,0.1859,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,0.7040,0.1845,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,0.4048,0.1906,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,1.0000,0.1531,,box_mask(size=8),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/condition,0.7178,0.1521,,box_mask(size=14),5000.0000,unet_lam0_seed1,unet_lam0
q,normalized/family,0.9821,0.1869,,noise,20000.0000,unet_lam0_seed1,unet_lam0
q,normalized/family,0.9891,0.1543,,blur,20000.0000,unet_lam0_seed1,unet_lam0
q,normalized/family,0.7023,0.1870,,pixel_mask,15000.0000,unet_lam0_seed1,unet_lam0
q,normalized/family,0.8589,0.1526,,box_mask,10000.0000,unet_lam0_seed1,unet_lam0
-,marginal,0.9022,0.1711,0.1711,,,unet_lam0_seed1,unet_lam0
-,severity,0.9014,0.1290,1.4957,,,unet_lam0_seed1,unet_lam0
g,normalized,0.9010,0.1752,2.0509,,,unet_lam0_seed2,unet_lam0
g,normalized/condition,1.0000,0.1292,,noise(sigma=0.1),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,1.0000,0.1576,,noise(sigma=0.2),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,1.0000,0.2143,,noise(sigma=0.3),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,1.0000,0.3015,,noise(sigma=0.5),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,1.0000,0.1216,,blur(std=0.5),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,0.9978,0.1369,,blur(std=1),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,0.9950,0.1487,,blur(std=1.5),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,0.9840,0.1524,,blur(std=2),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,1.0000,0.2273,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,1.0000,0.2501,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,0.2076,0.1955,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,1.0000,0.1233,,box_mask(size=8),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/condition,0.5282,0.1188,,box_mask(size=14),5000.0000,unet_lam0_seed2,unet_lam0
g,normalized/family,1.0000,0.2007,,noise,20000.0000,unet_lam0_seed2,unet_lam0
g,normalized/family,0.9942,0.1399,,blur,20000.0000,unet_lam0_seed2,unet_lam0
g,normalized/family,0.7359,0.2243,,pixel_mask,15000.0000,unet_lam0_seed2,unet_lam0
g,normalized/family,0.7641,0.1211,,box_mask,10000.0000,unet_lam0_seed2,unet_lam0
d,normalized,0.9013,0.1700,1.9871,,,unet_lam0_seed2,unet_lam0
d,normalized/condition,1.0000,0.1894,,noise(sigma=0.1),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,1.0000,0.1946,,noise(sigma=0.2),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,1.0000,0.1946,,noise(sigma=0.3),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,0.9968,0.1946,,noise(sigma=0.5),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,1.0000,0.1453,,blur(std=0.5),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,0.9994,0.1513,,blur(std=1),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,0.9958,0.1506,,blur(std=1.5),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,0.9788,0.1487,,blur(std=2),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,0.9996,0.1881,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,0.7180,0.1886,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,0.3826,0.1801,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,1.0000,0.1457,,box_mask(size=8),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/condition,0.6456,0.1388,,box_mask(size=14),5000.0000,unet_lam0_seed2,unet_lam0
d,normalized/family,0.9992,0.1933,,noise,20000.0000,unet_lam0_seed2,unet_lam0
d,normalized/family,0.9935,0.1490,,blur,20000.0000,unet_lam0_seed2,unet_lam0
d,normalized/family,0.7001,0.1856,,pixel_mask,15000.0000,unet_lam0_seed2,unet_lam0
d,normalized/family,0.8228,0.1423,,box_mask,10000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized,0.9010,0.1689,1.9713,,,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,1.0000,0.1171,,noise(sigma=0.1),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.9998,0.1117,,noise(sigma=0.2),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.9972,0.1117,,noise(sigma=0.3),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.6716,0.1116,,noise(sigma=0.5),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.9994,0.1943,,blur(std=0.5),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.9996,0.1944,,blur(std=1),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.9996,0.1944,,blur(std=1.5),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.9972,0.1944,,blur(std=2),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.9932,0.1938,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.7194,0.1895,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.4282,0.1940,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.9994,0.1943,,box_mask(size=8),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/condition,0.9090,0.1944,,box_mask(size=14),5000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/family,0.9172,0.1130,,noise,20000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/family,0.9990,0.1944,,blur,20000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/family,0.7136,0.1924,,pixel_mask,15000.0000,unet_lam0_seed2,unet_lam0
r_A,normalized/family,0.9542,0.1943,,box_mask,10000.0000,unet_lam0_seed2,unet_lam0
dis,normalized,0.9000,0.1796,2.0977,,,unet_lam0_seed2,unet_lam0
dis,normalized/condition,1.0000,0.1459,,noise(sigma=0.1),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,1.0000,0.1785,,noise(sigma=0.2),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,1.0000,0.2334,,noise(sigma=0.3),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,1.0000,0.2913,,noise(sigma=0.5),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,1.0000,0.1334,,blur(std=0.5),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,0.9992,0.1404,,blur(std=1),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,0.9970,0.1526,,blur(std=1.5),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,0.9950,0.1663,,blur(std=2),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,1.0000,0.2173,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,0.9814,0.2221,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,0.1326,0.1810,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,1.0000,0.1423,,box_mask(size=8),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/condition,0.5950,0.1305,,box_mask(size=14),5000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/family,1.0000,0.2123,,noise,20000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/family,0.9978,0.1482,,blur,20000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/family,0.7047,0.2068,,pixel_mask,15000.0000,unet_lam0_seed2,unet_lam0
dis,normalized/family,0.7975,0.1364,,box_mask,10000.0000,unet_lam0_seed2,unet_lam0
g2,normalized,0.8995,0.1756,2.0529,,,unet_lam0_seed2,unet_lam0
g2,normalized/condition,1.0000,0.1309,,noise(sigma=0.1),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,1.0000,0.1465,,noise(sigma=0.2),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,1.0000,0.1832,,noise(sigma=0.3),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,1.0000,0.2867,,noise(sigma=0.5),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,1.0000,0.1250,,blur(std=0.5),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,0.9992,0.1506,,blur(std=1),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,0.9986,0.1778,,blur(std=1.5),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,0.9968,0.1921,,blur(std=2),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,1.0000,0.2164,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,0.9926,0.2433,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,0.1880,0.1802,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,0.9998,0.1295,,box_mask(size=8),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/condition,0.5182,0.1207,,box_mask(size=14),5000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/family,1.0000,0.1868,,noise,20000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/family,0.9987,0.1614,,blur,20000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/family,0.7269,0.2133,,pixel_mask,15000.0000,unet_lam0_seed2,unet_lam0
g2,normalized/family,0.7590,0.1251,,box_mask,10000.0000,unet_lam0_seed2,unet_lam0
q,normalized,0.9013,0.1712,2.0019,,,unet_lam0_seed2,unet_lam0
q,normalized/condition,1.0000,0.1629,,noise(sigma=0.1),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,1.0000,0.1945,,noise(sigma=0.2),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,1.0000,0.2041,,noise(sigma=0.3),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,0.9562,0.1932,,noise(sigma=0.5),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,1.0000,0.1527,,blur(std=0.5),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,0.9984,0.1541,,blur(std=1),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,0.9914,0.1483,,blur(std=1.5),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,0.9538,0.1476,,blur(std=2),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,0.9994,0.1888,,pixel_mask(drop=0.25),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,0.7104,0.1873,,pixel_mask(drop=0.5),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,0.4026,0.1923,,pixel_mask(drop=0.75),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,1.0000,0.1503,,box_mask(size=8),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/condition,0.7048,0.1500,,box_mask(size=14),5000.0000,unet_lam0_seed2,unet_lam0
q,normalized/family,0.9890,0.1887,,noise,20000.0000,unet_lam0_seed2,unet_lam0
q,normalized/family,0.9859,0.1507,,blur,20000.0000,unet_lam0_seed2,unet_lam0
q,normalized/family,0.7041,0.1895,,pixel_mask,15000.0000,unet_lam0_seed2,unet_lam0
q,normalized/family,0.8524,0.1501,,box_mask,10000.0000,unet_lam0_seed2,unet_lam0
-,marginal,0.9019,0.1703,0.1703,,,unet_lam0_seed2,unet_lam0
-,severity,0.9015,0.1283,1.4983,,,unet_lam0_seed2,unet_lam0
g,normalized,0.9019,0.4142,1.4452,,,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.9508,0.4332,,noise(sigma=0.1),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.9538,0.4437,,noise(sigma=0.2),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.9622,0.4586,,noise(sigma=0.3),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.9758,0.4976,,noise(sigma=0.5),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.9512,0.4265,,blur(std=0.5),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.9550,0.4227,,blur(std=1),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.9586,0.4198,,blur(std=1.5),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.9598,0.4184,,blur(std=2),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.8892,0.3915,,pixel_mask(drop=0.25),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.7600,0.3496,,pixel_mask(drop=0.5),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.5856,0.2967,,pixel_mask(drop=0.75),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.9278,0.4190,,box_mask(size=8),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/condition,0.8950,0.4069,,box_mask(size=14),5000.0000,unet_lam1_seed0,unet_lam1
g,normalized/family,0.9607,0.4583,,noise,20000.0000,unet_lam1_seed0,unet_lam1
g,normalized/family,0.9562,0.4218,,blur,20000.0000,unet_lam1_seed0,unet_lam1
g,normalized/family,0.7449,0.3459,,pixel_mask,15000.0000,unet_lam1_seed0,unet_lam1
g,normalized/family,0.9114,0.4130,,box_mask,10000.0000,unet_lam1_seed0,unet_lam1
d,normalized,0.9023,0.4118,1.4344,,,unet_lam1_seed0,unet_lam1
d,normalized/condition,1.0000,0.4427,,noise(sigma=0.1),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,1.0000,0.4783,,noise(sigma=0.2),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,1.0000,0.5158,,noise(sigma=0.3),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,1.0000,0.5993,,noise(sigma=0.5),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,1.0000,0.4169,,blur(std=0.5),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,1.0000,0.4144,,blur(std=1),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,1.0000,0.4112,,blur(std=1.5),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,1.0000,0.4079,,blur(std=2),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,0.9420,0.3656,,pixel_mask(drop=0.25),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,0.5900,0.3130,,pixel_mask(drop=0.5),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,0.4662,0.2517,,pixel_mask(drop=0.75),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,0.9808,0.3957,,box_mask(size=8),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/condition,0.7512,0.3416,,box_mask(size=14),5000.0000,unet_lam1_seed0,unet_lam1
d,normalized/family,1.0000,0.5090,,noise,20000.0000,unet_lam1_seed0,unet_lam1
d,normalized/family,1.0000,0.4126,,blur,20000.0000,unet_lam1_seed0,unet_lam1
d,normalized/family,0.6661,0.3101,,pixel_mask,15000.0000,unet_lam1_seed0,unet_lam1
d,normalized/family,0.8660,0.3686,,box_mask,10000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized,0.9023,0.4118,1.4344,,,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,1.0000,0.4427,,noise(sigma=0.1),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,1.0000,0.4783,,noise(sigma=0.2),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,1.0000,0.5158,,noise(sigma=0.3),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,1.0000,0.5993,,noise(sigma=0.5),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,1.0000,0.4169,,blur(std=0.5),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,1.0000,0.4144,,blur(std=1),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,1.0000,0.4112,,blur(std=1.5),5000.0000,unet_lam1_seed0,unet_lam1
r_A,normalized/condition,1.0000,0.4079,,blur(std=2),5000.0000,unet_lam1_seed0,unet_lam1
